title,pubDate,guid,link,description,Label,results
Tracking the Ukrainian counter-attacks in maps ,"Sun, 27 Mar 2022 08:21:50 GMT",https://www.bbc.co.uk/news/world-europe-60506682,https://www.bbc.co.uk/news/world-europe-60506682?at_medium=RSS&at_campaign=KARANGA,"Russia continues to hit targets across Ukraine, despite saying it has shifted its focus to the east of the country.",1,1
SS Central America: Haunting photos recovered the 'ship of gold' wreck on ocean floor,"Sun, 27 Mar 2022 00:00:38 GMT",https://www.bbc.co.uk/news/world-us-canada-60866212,https://www.bbc.co.uk/news/world-us-canada-60866212?at_medium=RSS&at_campaign=KARANGA,Passenger photos recovered from an infamous wreck have finally been published.,0,0
Oscars: 'It's been a hell of a ride' - Jude Hill's Belfast journey,"Sun, 27 Mar 2022 10:48:14 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-60889467,https://www.bbc.co.uk/news/uk-northern-ireland-60889467?at_medium=RSS&at_campaign=KARANGA,"The 11-year-old actor, who is in LA for the Oscars, talks about rubbing shoulders with the A-listers.",1,1
Max Woosey: Carol Vorderman in campsite singalong for charity,"Sun, 27 Mar 2022 13:54:59 GMT",https://www.bbc.co.uk/news/uk-england-devon-60892557,https://www.bbc.co.uk/news/uk-england-devon-60892557?at_medium=RSS&at_campaign=KARANGA,The presenter dropped in to a Devon campsite to mark two years of camping by fundraiser Max Woosey.,1,1
Your pictures on the theme of 'into the blue',"Sun, 27 Mar 2022 00:12:28 GMT",https://www.bbc.co.uk/news/in-pictures-60873404,https://www.bbc.co.uk/news/in-pictures-60873404?at_medium=RSS&at_campaign=KARANGA,A selection of striking images from our readers around the world.,1,1
Baby goats and gardens to help with hospital stress,"Sun, 27 Mar 2022 00:23:04 GMT",https://www.bbc.co.uk/news/stories-60864113,https://www.bbc.co.uk/news/stories-60864113?at_medium=RSS&at_campaign=KARANGA,How cuddling a goat in a garden helps US medical staff and patients.,0,0
Marble Ass: The pioneering LGBT film made during the Balkans war,"Sun, 27 Mar 2022 00:24:59 GMT",https://www.bbc.co.uk/news/stories-60839456,https://www.bbc.co.uk/news/stories-60839456?at_medium=RSS&at_campaign=KARANGA,The pioneering LGBT film made during the Balkans conflict,0,0
'Everybody should be allowed to play football',"Sun, 27 Mar 2022 00:02:29 GMT",https://www.bbc.co.uk/news/uk-england-leicestershire-60840186,https://www.bbc.co.uk/news/uk-england-leicestershire-60840186?at_medium=RSS&at_campaign=KARANGA,Dad Shaun Culpin was inspired to set up the initiative two years ago.,0,0
Malmo stabbing prompts soul-searching in Sweden,"Sat, 26 Mar 2022 22:28:04 GMT",https://www.bbc.co.uk/news/world-europe-60867754,https://www.bbc.co.uk/news/world-europe-60867754?at_medium=RSS&at_campaign=KARANGA,A string of violent attacks in Sweden's schools has a country not used to such tragedies looking for answers.,1,1
Electric cars: Five big questions answered,"Sat, 26 Mar 2022 23:46:16 GMT",https://www.bbc.co.uk/news/business-60838192,https://www.bbc.co.uk/news/business-60838192?at_medium=RSS&at_campaign=KARANGA,The electric car revolution is speeding up but what do buyers really want to know?,1,1
Ukraine war: Chernobylâs vodka producer remains defiant,"Sun, 27 Mar 2022 00:38:54 GMT",https://www.bbc.co.uk/news/science-environment-60879025,https://www.bbc.co.uk/news/science-environment-60879025?at_medium=RSS&at_campaign=KARANGA,"A company that produces Chernobylâs âAtomik vodkaâ releases new products, donating profits to Ukraine's refugees.",1,1
When K-pop met India: The Indian artists collaborating with Korean stars,"Sun, 27 Mar 2022 00:31:23 GMT",https://www.bbc.co.uk/news/world-asia-india-60615480,https://www.bbc.co.uk/news/world-asia-india-60615480?at_medium=RSS&at_campaign=KARANGA,"Indiaâs influence in K-pop is steadily growing, thanks to dedicated artists and the internet.",1,1
The Palestinian cancer centre that can't take patients,"Sun, 27 Mar 2022 00:36:36 GMT",https://www.bbc.co.uk/news/world-middle-east-60829319,https://www.bbc.co.uk/news/world-middle-east-60829319?at_medium=RSS&at_campaign=KARANGA,Palestinians with the disease are being turned away from hospital lacking the funds to treat them.,0,0
England suffer 10-wicket defeat by West Indies in third Test - and lose series 1-0,"Sun, 27 Mar 2022 16:35:29 GMT",https://www.bbc.co.uk/sport/cricket/60893972,https://www.bbc.co.uk/sport/cricket/60893972?at_medium=RSS&at_campaign=KARANGA,England slump to a chastening 10-wicket defeat early on the fourth day of the third Test to lose their series against West Indies 1-0.,0,0
Chelsea thrash Leicester 9-0 to go top of WSL,"Sun, 27 Mar 2022 17:45:42 GMT",https://www.bbc.co.uk/sport/football/60810511,https://www.bbc.co.uk/sport/football/60810511?at_medium=RSS&at_campaign=KARANGA,Chelsea go a point above Arsenal at the top of the Women's Super League after thrashing second-bottom Leicester at the King Power Stadium.,1,1
England always believed they could revive World Cup campaign - Dunkley,"Sun, 27 Mar 2022 10:24:41 GMT",https://www.bbc.co.uk/sport/cricket/60890961,https://www.bbc.co.uk/sport/cricket/60890961?at_medium=RSS&at_campaign=KARANGA,Batter Sophia Dunkley says England always believed they could revive their World Cup campaign after starting with three successive defeats.,1,1
'Women's football won' - Man Utd boss and fans savour historic day for team,"Sun, 27 Mar 2022 17:07:14 GMT",https://www.bbc.co.uk/sport/football/60872554,https://www.bbc.co.uk/sport/football/60872554?at_medium=RSS&at_campaign=KARANGA,"Man Utd boss Marc Skinner says ""women's football won"" on a day Old Trafford hosted a WSL match in front of fans for the first time.",0,0
Huddersfield escape Cup scare at Barrow - highlights & report,"Sun, 27 Mar 2022 18:19:04 GMT",https://www.bbc.co.uk/sport/rugby-league/60850429,https://www.bbc.co.uk/sport/rugby-league/60850429?at_medium=RSS&at_campaign=KARANGA,Huddersfield Giants score five tries to reach the last eight of the Challenge Cup with victory at Barrow.,1,1
Josh Warrington knocks out Kiko Martinez to regain IBF featherweight title - highlights,"Sun, 27 Mar 2022 10:49:05 GMT",https://www.bbc.co.uk/sport/av/boxing/60892867,https://www.bbc.co.uk/sport/av/boxing/60892867?at_medium=RSS&at_campaign=KARANGA,Watch the highlights as Josh Warrington earns a brilliant technical knockout against Spain's Kiko Martinez to become a two-time IBF featherweight champion.,0,0
Women's Six Nations: Emilie Boulard scores brilliant try for France against Italy,"Sun, 27 Mar 2022 16:05:43 GMT",https://www.bbc.co.uk/sport/av/rugby-union/60895222,https://www.bbc.co.uk/sport/av/rugby-union/60895222?at_medium=RSS&at_campaign=KARANGA,Watch as Emilie Boulard runs in a brilliant solo try as France beat Italy 39-6 in their opening game of the 2022 Women's Six Nations.,1,1
Roman Abramovich suffered suspected poisoning at talks,"Mon, 28 Mar 2022 20:19:27 GMT",https://www.bbc.co.uk/news/world-europe-60904676,https://www.bbc.co.uk/news/world-europe-60904676?at_medium=RSS&at_campaign=KARANGA,"The billionaire suffered suspected poisoning at talks on the Ukraine-Belarus border, sources close to him say.",1,1
"Partygate: Met Police to issue first fines, sources say","Mon, 28 Mar 2022 22:01:38 GMT",https://www.bbc.co.uk/news/uk-politics-60906757,https://www.bbc.co.uk/news/uk-politics-60906757?at_medium=RSS&at_campaign=KARANGA,Westminster sources suggest at least 15 fines for Covid rule breaches will be handed out initially.,0,0
Oscars condemns Will Smith slap and launches review,"Mon, 28 Mar 2022 20:05:44 GMT",https://www.bbc.co.uk/news/entertainment-arts-60908869,https://www.bbc.co.uk/news/entertainment-arts-60908869?at_medium=RSS&at_campaign=KARANGA,The incident has sparked fierce debate over comic Chris Rock's joke and the reaction it provoked.,1,1
Ros Atkins onâ¦ the UKâs rising Covid infections,"Mon, 28 Mar 2022 21:10:56 GMT",https://www.bbc.co.uk/news/uk-60905199,https://www.bbc.co.uk/news/uk-60905199?at_medium=RSS&at_campaign=KARANGA,"As Covid infections continue to rise again, Ros Atkins assesses the governmentâs current plans.",1,1
Children in critical condition after dog attacks,"Mon, 28 Mar 2022 17:44:19 GMT",https://www.bbc.co.uk/news/uk-england-hereford-worcester-60907487,https://www.bbc.co.uk/news/uk-england-hereford-worcester-60907487?at_medium=RSS&at_campaign=KARANGA,The separate attacks in the West Midlands left boys aged two and eight seriously hurt.,0,0
P&O: Second ferry detained over safety concerns,"Mon, 28 Mar 2022 21:49:20 GMT",https://www.bbc.co.uk/news/business-60908750,https://www.bbc.co.uk/news/business-60908750?at_medium=RSS&at_campaign=KARANGA,The Maritime and Coastguard Agency held the Pride of Kent after it failed a safety inspection.,1,1
School-run mum admits climate protest drive charge,"Mon, 28 Mar 2022 14:52:49 GMT",https://www.bbc.co.uk/news/uk-england-essex-60900298,https://www.bbc.co.uk/news/uk-england-essex-60900298?at_medium=RSS&at_campaign=KARANGA,Sherrilyn Speid admits using her car to try and move a climate change protester near the M25.,0,0
Cadbury shrinks size of Dairy Milk sharing bar,"Mon, 28 Mar 2022 16:23:04 GMT",https://www.bbc.co.uk/news/business-60902583,https://www.bbc.co.uk/news/business-60902583?at_medium=RSS&at_campaign=KARANGA,"Despite the size of the chocolate bar getting 10% smaller, the Â£2 price tag will remain.",1,1
Boris Becker reveals shock and embarrassment over bankruptcy,"Mon, 28 Mar 2022 16:09:20 GMT",https://www.bbc.co.uk/news/uk-60904392,https://www.bbc.co.uk/news/uk-60904392?at_medium=RSS&at_campaign=KARANGA,"The former tennis star, who was declared bankrupt in 2017, says it limited his future earnings.",1,1
Batley man jailed for son's murder 21 years after attack,"Mon, 28 Mar 2022 16:26:20 GMT",https://www.bbc.co.uk/news/uk-england-leeds-60902325,https://www.bbc.co.uk/news/uk-england-leeds-60902325?at_medium=RSS&at_campaign=KARANGA,Alan Bird's son Lewis died in 2019 after being smothered as a toddler in 2001.,1,1
"Brothers, 12 and 13, wanted for raiding top London hotels","Mon, 28 Mar 2022 18:58:16 GMT",https://www.bbc.co.uk/news/uk-england-london-60902347,https://www.bbc.co.uk/news/uk-england-london-60902347?at_medium=RSS&at_campaign=KARANGA,"A warrant for the pair, who are accused of burgling Claridges and the Four Seasons, is issued.",0,0
Knoydart community owns Britain's remotest mainland pub,"Mon, 28 Mar 2022 21:51:26 GMT",https://www.bbc.co.uk/news/uk-scotland-highlands-islands-60907329,https://www.bbc.co.uk/news/uk-scotland-highlands-islands-60907329?at_medium=RSS&at_campaign=KARANGA,Locals succeed in their bid to buy The Old Forge on the Knoydart Peninsula in a landmark deal.,1,1
Northampton friends make a cuppa after Â£1m lottery win,"Mon, 28 Mar 2022 15:08:03 GMT",https://www.bbc.co.uk/news/uk-england-northamptonshire-60905179,https://www.bbc.co.uk/news/uk-england-northamptonshire-60905179?at_medium=RSS&at_campaign=KARANGA,"Marion Wood and Michael Williams, both in their 60s, initially believed they had scooped Â£1,000.",1,1
Roman Abramovich: From orphan to sanctioned billionaire oligarch,"Mon, 28 Mar 2022 15:53:35 GMT",https://www.bbc.co.uk/news/uk-60708450,https://www.bbc.co.uk/news/uk-60708450?at_medium=RSS&at_campaign=KARANGA,How a young Russian orphan went on to become one of the world's richest men.,0,0
Boris Nemtsov: Murdered Putin rival 'tailed' by agent linked to FSB hit squad,"Mon, 28 Mar 2022 05:03:18 GMT",https://www.bbc.co.uk/news/world-europe-60878663,https://www.bbc.co.uk/news/world-europe-60878663?at_medium=RSS&at_campaign=KARANGA,An investigation finds evidence Boris Nemtsov was shadowed by an agent linked to an assassination team.,1,1
War in Ukraine: Anti-war Russians intimidated on their doorsteps,"Sun, 27 Mar 2022 23:20:07 GMT",https://www.bbc.co.uk/news/world-europe-60886147,https://www.bbc.co.uk/news/world-europe-60886147?at_medium=RSS&at_campaign=KARANGA,The doors of Russian journalists and activists who speak out against the war are being vandalised.,1,1
What is a war crime and could Putin be prosecuted over Ukraine?,"Mon, 28 Mar 2022 09:56:29 GMT",https://www.bbc.co.uk/news/world-60690688,https://www.bbc.co.uk/news/world-60690688?at_medium=RSS&at_campaign=KARANGA,If Russia has carried out war crimes in Ukraine how could Putin or his army generals be prosecuted?,1,1
Ukraine: Premature babies struggling for life in bombed cities,"Sun, 27 Mar 2022 23:15:27 GMT",https://www.bbc.co.uk/news/world-europe-60891846,https://www.bbc.co.uk/news/world-europe-60891846?at_medium=RSS&at_campaign=KARANGA,Doctors have begun seeing a sharp rise in the number of preterm births in some areas of Ukraine.,0,0
Russia transfers thousands of Mariupol civilians to its territory,"Sun, 27 Mar 2022 21:50:38 GMT",https://www.bbc.co.uk/news/world-europe-60894142,https://www.bbc.co.uk/news/world-europe-60894142?at_medium=RSS&at_campaign=KARANGA,"Ukraine condemns Russia's alleged ""deportation"" of many civilians from devastated Mariupol.",1,1
"In Chernihiv, civilians are trapped as hospitals and schools attacked","Sun, 27 Mar 2022 23:12:09 GMT",https://www.bbc.co.uk/news/world-europe-60860197,https://www.bbc.co.uk/news/world-europe-60860197?at_medium=RSS&at_campaign=KARANGA,Residents and officials in Chernihiv say Russian forces are deliberately targeting civilian sites.,0,0
Russian oligarchs: Where do they hide their 'dark money'?,"Mon, 28 Mar 2022 09:06:21 GMT",https://www.bbc.co.uk/news/world-60608282,https://www.bbc.co.uk/news/world-60608282?at_medium=RSS&at_campaign=KARANGA,Russians have an estimated $1tn hidden around the world and countries are trying to find it.,1,1
"Russian agent linked to assassination team was tracking Boris Nemtsov, investigation finds","Mon, 28 Mar 2022 05:02:16 GMT",https://www.bbc.co.uk/news/world-europe-60878664,https://www.bbc.co.uk/news/world-europe-60878664?at_medium=RSS&at_campaign=KARANGA,"Russian opposition politician Boris Nemtsov was shadowed by an agent connected to a political assassination team for almost a year before he was shot dead, an investigation has found.",0,0
Stockport couple's lost engagement ring found by metal detectorist,"Mon, 28 Mar 2022 16:08:30 GMT",https://www.bbc.co.uk/news/uk-england-manchester-60904840,https://www.bbc.co.uk/news/uk-england-manchester-60904840?at_medium=RSS&at_campaign=KARANGA,Joe McGrath and his fiancÃ©e Becky had a lucky break after losing the ring on a beach.,1,1
The Lord Bishop John Sentamu remembers Prince Philip,"Mon, 28 Mar 2022 16:00:20 GMT",https://www.bbc.co.uk/news/uk-60906746,https://www.bbc.co.uk/news/uk-60906746?at_medium=RSS&at_campaign=KARANGA,The Lord Bishop John Sentamu reflects on the duke before the service of thanksgiving.,0,0
Sale of Banksy anti-war artwork raises funds for Kyiv hospital,"Mon, 28 Mar 2022 14:07:18 GMT",https://www.bbc.co.uk/news/uk-england-bristol-60904770,https://www.bbc.co.uk/news/uk-england-bristol-60904770?at_medium=RSS&at_campaign=KARANGA,Proceeds from the CND Soldiers anti-war piece will go to help Ukraine's largest children's hospital.,0,0
The Full Monty to return as eight-part Disney+ TV series,"Mon, 28 Mar 2022 12:40:27 GMT",https://www.bbc.co.uk/news/uk-england-south-yorkshire-60902318,https://www.bbc.co.uk/news/uk-england-south-yorkshire-60902318?at_medium=RSS&at_campaign=KARANGA,"The 1997 film based in Sheffield is being reprised as a series for Disney+, 25 years later.",0,0
First England women's football captain honoured with plaque,"Mon, 28 Mar 2022 14:18:12 GMT",https://www.bbc.co.uk/news/uk-england-lancashire-60902638,https://www.bbc.co.uk/news/uk-england-lancashire-60902638?at_medium=RSS&at_campaign=KARANGA,Sheila Parker has played since she was 13 and captained the first England women's team in 1972.,0,0
Covid-19 in the UK: How many coronavirus cases are there in my area?,"Mon, 28 Mar 2022 16:50:30 GMT",https://www.bbc.co.uk/news/uk-51768274,https://www.bbc.co.uk/news/uk-51768274?at_medium=RSS&at_campaign=KARANGA,Explore the data on coronavirus in the UK and find out how many cases there are in your area.,0,0
Can the super-rich solve America's budget problem?,"Mon, 28 Mar 2022 20:28:39 GMT",https://www.bbc.co.uk/news/business-60904900,https://www.bbc.co.uk/news/business-60904900?at_medium=RSS&at_campaign=KARANGA,"Joe Biden wants to raise taxes on the likes of billionaires Elon Musk, Jeff Bezos and Warren Buffett.",0,0
Hebrides: Life on beautiful islands with the UK's worst fuel poverty,"Sun, 27 Mar 2022 23:49:36 GMT",https://www.bbc.co.uk/news/uk-scotland-60848672,https://www.bbc.co.uk/news/uk-scotland-60848672?at_medium=RSS&at_campaign=KARANGA,"The Hebridean islands already face higher living costs, and locals are braced for the worst.",0,0
What are the UK's remaining Covid restrictions?,"Mon, 28 Mar 2022 08:38:51 GMT",https://www.bbc.co.uk/news/explainers-52530518,https://www.bbc.co.uk/news/explainers-52530518?at_medium=RSS&at_campaign=KARANGA,"Almost all of the UK's Covid rules are coming to an end, two years after they were introduced.",1,1
China: How is its zero-Covid strategy changing?,"Mon, 28 Mar 2022 08:31:50 GMT",https://www.bbc.co.uk/news/59882774,https://www.bbc.co.uk/news/59882774?at_medium=RSS&at_campaign=KARANGA,Its worst spike in cases since the start of the pandemic has prompted a policy rethink.,0,0
Alzheimer's: Neil Kinnock supporting wife through disease,"Mon, 28 Mar 2022 09:13:19 GMT",https://www.bbc.co.uk/news/uk-wales-60835796,https://www.bbc.co.uk/news/uk-wales-60835796?at_medium=RSS&at_campaign=KARANGA,"The ex-Labour leader says his wife Glenys, who has Alzheimer's, has been ""a continent of rocks"".",1,1
Beatings and forced abortions: Life in a North Korea prison,"Sun, 27 Mar 2022 23:00:55 GMT",https://www.bbc.co.uk/news/world-asia-60870739,https://www.bbc.co.uk/news/world-asia-60870739?at_medium=RSS&at_campaign=KARANGA,A new investigation sheds more light on human rights violations in North Korean prisons.,0,0
Beating noise pollution with smart tech,"Sun, 27 Mar 2022 23:01:37 GMT",https://www.bbc.co.uk/news/business-60858571,https://www.bbc.co.uk/news/business-60858571?at_medium=RSS&at_campaign=KARANGA,A growing number of firms are offering solutions to cut the excessive noise that's harming our health,0,0
'Commercial' Man Utd may not suit Ten Hag - Van Gaal,"Mon, 28 Mar 2022 16:00:19 GMT",https://www.bbc.co.uk/sport/football/60905113,https://www.bbc.co.uk/sport/football/60905113?at_medium=RSS&at_campaign=KARANGA,"Former Manchester United manager Louis van Gaal suggests Erik ten Hag should not move to the Red Devils because they are ""a commercial club"".",0,0
Medvedev moves closer to top ranking with win over Martinez,"Mon, 28 Mar 2022 21:49:55 GMT",https://www.bbc.co.uk/sport/tennis/60906950,https://www.bbc.co.uk/sport/tennis/60906950?at_medium=RSS&at_campaign=KARANGA,Russia's Daniil Medvedev is two wins away from regaining the men's world number one spot after reaching the Miami Open last 16.,0,0
'Harder to win Euros than World Cup' - Players excited by 'unbelievable' tournament,"Mon, 28 Mar 2022 18:53:44 GMT",https://www.bbc.co.uk/sport/football/60863833,https://www.bbc.co.uk/sport/football/60863833?at_medium=RSS&at_campaign=KARANGA,"With 100 days to go until England hosts Euro 2022, France midfielder Kenza Dali tells BBC Sport the tournament will be harder to win than the World Cup.",1,1
Salisbury to become third Briton to reach world number one,"Mon, 28 Mar 2022 08:13:05 GMT",https://www.bbc.co.uk/sport/tennis/60898459,https://www.bbc.co.uk/sport/tennis/60898459?at_medium=RSS&at_campaign=KARANGA,Joe Salisbury will become the third British man to reach world number one when he tops the doubles rankings in April.,1,1
Bernal back on bike two months after life-threatening crash,"Mon, 28 Mar 2022 13:07:49 GMT",https://www.bbc.co.uk/sport/cycling/60903214,https://www.bbc.co.uk/sport/cycling/60903214?at_medium=RSS&at_campaign=KARANGA,Reigning Giro d'Italia champion Egan Bernal is back riding his bike just two months after suffering a life-threatening crash.,1,1
Canada reach World Cup: John Herdman - the English manager behind landmark qualification,"Mon, 28 Mar 2022 11:28:11 GMT",https://www.bbc.co.uk/sport/football/60144426,https://www.bbc.co.uk/sport/football/60144426?at_medium=RSS&at_campaign=KARANGA,Englishman John Herdman will lead Canada to the World Cup later this year after helping transform the nation's football fortunes.,1,1
What is the background to Will Smith's attack?,"Mon, 28 Mar 2022 10:49:33 GMT",https://www.bbc.co.uk/news/entertainment-arts-60896604,https://www.bbc.co.uk/news/entertainment-arts-60896604?at_medium=RSS&at_campaign=KARANGA,The actor made headlines at the Oscars after hitting the comedian over a joke about his wife.,1,1
Watch the moment Will Smith hit Chris Rock,"Mon, 28 Mar 2022 05:52:05 GMT",https://www.bbc.co.uk/news/entertainment-arts-60898250,https://www.bbc.co.uk/news/entertainment-arts-60898250?at_medium=RSS&at_campaign=KARANGA,The Oscars were halted momentarily when Will Smith took offence to a joke by presenter Chris Rock.,1,1
How the feel-good film Coda caused an Oscars upset,"Mon, 28 Mar 2022 11:33:27 GMT",https://www.bbc.co.uk/news/entertainment-arts-60825096,https://www.bbc.co.uk/news/entertainment-arts-60825096?at_medium=RSS&at_campaign=KARANGA,Apple TV's film about the hearing daughter of a deaf family wasn't expected to win best picture.,1,1
Oscars fashion: Red carpet in pictures,"Mon, 28 Mar 2022 14:55:25 GMT",https://www.bbc.co.uk/news/entertainment-arts-60896370,https://www.bbc.co.uk/news/entertainment-arts-60896370?at_medium=RSS&at_campaign=KARANGA,See which stars impressed on the famous red carpet on Hollywood's biggest night.,0,0
All the winners and nominees,"Mon, 28 Mar 2022 06:46:30 GMT",https://www.bbc.co.uk/news/entertainment-arts-60290065,https://www.bbc.co.uk/news/entertainment-arts-60290065?at_medium=RSS&at_campaign=KARANGA,"Find out which films, actors and directors have won what at the Hollywood ceremony.",1,1
Oscars 2022: TimothÃ©e Chalamet and Zendaya were just two of the stars on the red carpet,"Mon, 28 Mar 2022 04:40:06 GMT",https://www.bbc.co.uk/news/entertainment-arts-60896714,https://www.bbc.co.uk/news/entertainment-arts-60896714?at_medium=RSS&at_campaign=KARANGA,All the action from the red carpet at the Oscars in under a minute.,1,1
UK elections 2022: A really simple guide,"Mon, 28 Mar 2022 00:03:47 GMT",https://www.bbc.co.uk/news/uk-politics-60304595,https://www.bbc.co.uk/news/uk-politics-60304595?at_medium=RSS&at_campaign=KARANGA,"Local elections in England, Wales and Scotland, and a general election in Northern Ireland, will happen on 5 May.",0,0
UK elections 2022: Is there an election in my area?,"Thu, 17 Mar 2022 17:42:01 GMT",https://www.bbc.co.uk/news/uk-politics-60695244,https://www.bbc.co.uk/news/uk-politics-60695244?at_medium=RSS&at_campaign=KARANGA,National elections in Northern Ireland and local elections in the rest of the UK happen on 5 May 2022.,1,1
England local elections 2022: What's at stake for the parties?,"Mon, 28 Mar 2022 00:04:18 GMT",https://www.bbc.co.uk/news/uk-politics-60840043,https://www.bbc.co.uk/news/uk-politics-60840043?at_medium=RSS&at_campaign=KARANGA,"Elections in England this year will reflect voters' views on the cost-of-living crisis, says the BBC's Alex Forsyth.",0,0
NI election 2022: Why Northern Ireland's election is different,"Mon, 28 Mar 2022 00:04:45 GMT",https://www.bbc.co.uk/news/uk-northern-ireland-60854472,https://www.bbc.co.uk/news/uk-northern-ireland-60854472?at_medium=RSS&at_campaign=KARANGA,Parties make pledges but the nature of Northern Ireland's government means they're harder to honour.,0,0
Scotland elections 2022: Five things to watch in May's council vote,"Mon, 28 Mar 2022 00:05:12 GMT",https://www.bbc.co.uk/news/uk-scotland-scotland-politics-60834736,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-60834736?at_medium=RSS&at_campaign=KARANGA,Elections for all 32 Scottish local councils will be held on 5 May. Here are some of the things to look out for.,0,0
Queen attends Prince Philip memorial service at Westminster Abbey,"Tue, 29 Mar 2022 18:26:59 GMT",https://www.bbc.co.uk/news/uk-60902088,https://www.bbc.co.uk/news/uk-60902088?at_medium=RSS&at_campaign=KARANGA,The Duke of Edinburgh's dedication to duty was praised at a memorial service at Westminster Abbey.,1,1
Shrewsbury and Telford Trust: Better care might have saved 201 babies,"Tue, 29 Mar 2022 17:14:15 GMT",https://www.bbc.co.uk/news/uk-60919474,https://www.bbc.co.uk/news/uk-60919474?at_medium=RSS&at_campaign=KARANGA,The finding comes ahead of a full report into maternity care from Shrewsbury and Telford NHS Trust.,1,1
Twenty fines to be issued over No 10 lockdown parties,"Tue, 29 Mar 2022 15:12:37 GMT",https://www.bbc.co.uk/news/uk-politics-60911798,https://www.bbc.co.uk/news/uk-politics-60911798?at_medium=RSS&at_campaign=KARANGA,Police say 20 fixed penalty notices will initially be issued over Downing Street parties that broke the law.,0,0
Jada Pinkett Smith breaks silence on Oscars slap,"Tue, 29 Mar 2022 19:26:08 GMT",https://www.bbc.co.uk/news/world-us-canada-60881824,https://www.bbc.co.uk/news/world-us-canada-60881824?at_medium=RSS&at_campaign=KARANGA,Ticket sales for Chris Rock's shows have spiked after Will Smith struck him on-stage at the Oscars.,0,0
Rules on free lateral flow and PCR Covid tests published,"Tue, 29 Mar 2022 19:41:06 GMT",https://www.bbc.co.uk/news/health-60911771,https://www.bbc.co.uk/news/health-60911771?at_medium=RSS&at_campaign=KARANGA,"The list of who can get free tests after 1 April in England is now out, but most people will have to pay.",0,0
Handforth Parish Council: Jackie Weaver 'did not have the authority',"Tue, 29 Mar 2022 17:00:23 GMT",https://www.bbc.co.uk/news/uk-england-manchester-60913569,https://www.bbc.co.uk/news/uk-england-manchester-60913569?at_medium=RSS&at_campaign=KARANGA,The stand-in clerk went viral after clips from a Cheshire council meeting got millions of views online.,1,1
Rise of TikTots - under-age kids on social media,"Tue, 29 Mar 2022 21:39:56 GMT",https://www.bbc.co.uk/news/technology-60854885,https://www.bbc.co.uk/news/technology-60854885?at_medium=RSS&at_campaign=KARANGA,"An annual survey of media habits, from Ofcom, reveals how under-age children use social media.",1,1
Covid: Free parking for NHS hospital staff in England to end this week,"Tue, 29 Mar 2022 21:01:13 GMT",https://www.bbc.co.uk/news/uk-60921606,https://www.bbc.co.uk/news/uk-60921606?at_medium=RSS&at_campaign=KARANGA,"From Friday, many NHS hospital staff will need to pay for parking as a government scheme ends.",0,0
Five killed in latest deadly attack in Israel,"Tue, 29 Mar 2022 20:52:20 GMT",https://www.bbc.co.uk/news/world-middle-east-60902330,https://www.bbc.co.uk/news/world-middle-east-60902330?at_medium=RSS&at_campaign=KARANGA,"Victims were shot in the streets on the outskirts of Tel Aviv, in the third such attack within days.",0,0
Ukraine war: Dozens of Russian diplomats expelled by four EU nations,"Tue, 29 Mar 2022 17:27:12 GMT",https://www.bbc.co.uk/news/world-europe-60920588,https://www.bbc.co.uk/news/world-europe-60920588?at_medium=RSS&at_campaign=KARANGA,"More than 40 diplomats are told to leave by Belgium, the Netherlands, Ireland and the Czech Republic.",1,1
Six month warning over Â£20 and Â£50 paper notes,"Tue, 29 Mar 2022 18:28:10 GMT",https://www.bbc.co.uk/news/business-60918441,https://www.bbc.co.uk/news/business-60918441?at_medium=RSS&at_campaign=KARANGA,People are being urged to spend or deposit paper notes as they are replaced with plastic ones.,1,1
Former F1 boss Max Mosley shot himself after terminal cancer diagnosis,"Tue, 29 Mar 2022 15:59:27 GMT",https://www.bbc.co.uk/news/uk-england-london-60919994,https://www.bbc.co.uk/news/uk-england-london-60919994?at_medium=RSS&at_campaign=KARANGA,"The former F1 boss killed himself at home after exhausting treatment options, a coroner concludes.",0,0
Boris Becker trial hears star lost Wimbledon trophies,"Tue, 29 Mar 2022 17:27:15 GMT",https://www.bbc.co.uk/news/uk-60918913,https://www.bbc.co.uk/news/uk-60918913?at_medium=RSS&at_campaign=KARANGA,The former tennis champion is accused of failing to hand over trophies after being declared bankrupt.,1,1
Ukraine war: Odesa defies Russia and embraces signs of life,"Tue, 29 Mar 2022 01:03:40 GMT",https://www.bbc.co.uk/news/world-europe-60901032,https://www.bbc.co.uk/news/world-europe-60901032?at_medium=RSS&at_campaign=KARANGA,Residents of the historic city on Ukraine's coast are confident it will not fall to Russian forces.,1,1
Ukraine war: Bringing up a baby among the bombs,"Mon, 28 Mar 2022 23:01:21 GMT",https://www.bbc.co.uk/news/world-europe-60903513,https://www.bbc.co.uk/news/world-europe-60903513?at_medium=RSS&at_campaign=KARANGA,"More than 1.5 million children have fled Ukraine since the beginning of Russia's invasion, says the UN.",1,1
Does video show Russian prisoners being shot?,"Tue, 29 Mar 2022 16:08:33 GMT",https://www.bbc.co.uk/news/60907259,https://www.bbc.co.uk/news/60907259?at_medium=RSS&at_campaign=KARANGA,Ukrainian authorities investigate a video apparently showing Russian PoWs being shot in the legs.,0,0
